"female","phsrank","BA","AA","black","hispanic","id","exper","jc","univ","lwage","stotal","smcity","medcity","submed","lgcity","sublg","vlgcity","subvlg","ne","nc","south","totcoll"
1,54,0,0,0,0,493,59,0,1.29999995231628,2.0862889289856,0,0,0,0,0,1,0,0,1,0,0,1.29999995231628
1,88,0,0,0,0,499,161,0,1.89999997615814,2.16905379295349,0.725198030471802,1,0,0,0,0,0,0,0,0,1,1.89999997615814
0,68,0,0,0,0,513,122,0,0,2.40794563293457,0.221808806061745,1,0,0,0,0,0,0,0,1,0,0
1,70,0,0,0,0,527,162,0.100000001490116,0,2.16905379295349,-0.784969627857208,0,0,1,0,0,0,0,0,0,1,0.100000001490116
1,95,1,0,0,0,543,106,0,4.83333349227905,2.32856059074402,0.770960628986359,0,0,0,0,1,0,0,0,1,0,4.83333349227905
0,85,1,0,0,0,547,60,2.09999990463257,3.28333330154419,2.58625912666321,-0.0298858005553484,0,0,0,0,0,0,0,0,0,0,5.38333320617676
1,52,0,0,0,0,560,107,0.100000001490116,0,2.40292286872864,0,0,0,0,1,0,0,0,0,0,0,0.100000001490116
0,85,0,0,0,0,572,165,0.155555337667465,0,3.07269334793091,1.02265524864197,0,0,0,0,0,0,0,0,0,0,0.155555337667465
1,41,1,0,1,0,591,136,0,4.19999408721924,2.49524569511414,-1.17395222187042,0,1,0,0,0,0,0,0,0,0,4.19999408721924
1,0,0,0,0,0,596,21,0,0,1.63795638084412,-1.37988412380219,0,0,0,1,0,0,0,0,0,0,0
1,83,0,0,0,0,600,113,0,0,1.84861850738525,-0.258699089288712,0,0,1,0,0,0,0,1,0,0,0
1,85,1,0,0,0,616,111,0,6.19999980926514,2.35137534141541,0.885367274284363,0,0,1,0,0,0,0,1,0,0,6.19999980926514
0,82,1,0,0,0,626,143,0,4,1.49165487289429,0.473503410816193,0,0,0,0,0,0,0,1,0,0,4
1,19,1,0,0,0,635,112,2.13333344459534,1.93333125114441,2.05894732475281,0.587910056114197,0,0,1,0,0,0,0,1,0,0,4.06666469573975
0,42,0,0,0,0,652,135,0,0,2.02154755592346,-0.487512350082397,1,0,0,0,0,0,0,0,0,0,0
0,50,0,0,0,0,655,157,0,0,2.47653794288635,-0.601918995380402,0,0,0,0,0,1,0,0,0,1,0
1,59,1,0,0,0,671,86,0.1111109405756,4.02221822738647,2.30258512496948,0.015876853838563,0,0,0,0,1,0,0,0,0,1,4.13332939147949
1,26,1,0,1,0,712,49,2.64444184303284,2.66666674613953,2.81567358970642,-2.24937462806702,1,0,0,0,0,0,0,0,0,1,5.31110858917236
0,71,0,0,0,0,730,143,0,0,1.9139769077301,0.0845208391547203,0,0,0,0,0,0,0,0,0,1,0
1,84,0,0,0,1,743,166,0,0,2.21920323371887,0.176046147942543,0,0,0,0,0,0,0,0,0,0,0
0,54,1,0,0,0,766,112,0,4.59999990463257,2.71543025970459,0.999773919582367,0,0,0,0,0,0,1,0,1,0,4.59999990463257
0,39,1,0,0,0,781,129,0,4.41666269302368,2.15466499328613,0.176046147942543,1,0,0,0,0,0,0,0,0,1,4.41666269302368
1,37,0,0,1,0,784,66,0,0,2.27630019187927,-0.716325640678406,0,0,0,0,0,0,0,0,0,1,0
1,69,1,0,0,0,785,79,0,2.70000004768372,1.79860699176788,-0.350224375724792,0,0,0,0,0,1,0,1,0,0,2.70000004768372
0,47,0,0,0,0,796,160,1.04999995231628,0,2.03470540046692,0,0,0,0,0,0,0,0,0,0,0,1.04999995231628
1,81,0,0,0,0,810,132,0,0,1.92789161205292,0,0,0,0,0,0,0,0,0,0,1,0
0,16,0,0,0,0,816,154,0,0,2.5136559009552,-0.624800324440002,0,0,0,0,0,0,0,0,1,0,0
1,50,0,0,0,0,824,137,0,0,2.45444750785828,-0.601918995380402,0,1,0,0,0,0,0,0,0,0,0
1,44,1,0,0,0,829,94,0,4.09999990463257,1.69377911090851,-0.144292443990707,1,0,0,0,0,0,0,0,0,0,4.09999990463257
0,49,0,0,1,0,843,118,0,1.5,2.02946281433105,0.313334107398987,0,0,0,0,0,1,0,1,0,0,1.5
1,58,0,0,0,0,850,154,0,0,2.0794415473938,0.015876853838563,0,1,0,0,0,0,0,1,0,0,0
1,35,0,0,0,0,851,142,0,0.866666674613953,2.39333915710449,-0.853613615036011,0,0,0,0,1,0,0,0,1,0,0.866666674613953
1,50,0,0,0,0,861,73,0,3.43333339691162,1.55972361564636,0.748079359531403,0,0,0,0,0,0,1,1,0,0,3.43333339691162
0,4,0,0,0,1,871,61,0,0,2.12525105476379,-1.44852805137634,0,0,0,0,0,0,0,0,0,1,0
1,65,0,0,1,0,874,154,0,1.39999794960022,2.4849066734314,-1.08242690563202,0,0,0,0,1,0,0,0,1,0,1.39999794960022
1,98,1,0,1,0,877,139,0,4.19999980926514,2.65675687789917,-0.5561563372612,0,1,0,0,0,0,0,0,0,1,4.19999980926514
1,71,0,0,0,1,880,112,0,0,2.01753115653992,-0.487512350082397,1,0,0,0,0,0,0,0,0,0,0
0,90,0,0,0,0,887,158,0,0.755553603172302,0.765717923641205,1.32011246681213,0,0,0,0,1,0,0,0,0,1,0.755553603172302
1,32,0,0,0,0,894,46,0,0,1.88099026679993,-0.693444311618805,1,0,0,0,0,0,0,1,0,0,0
1,91,0,0,0,1,939,113,0,0.200000002980232,2.15755867958069,-0.647681653499603,0,0,0,0,0,0,0,0,0,0,0.200000002980232
1,18,0,0,0,0,954,122,0,0,1.63510513305664,-1.24259614944458,1,0,0,0,0,0,0,0,0,0,0
0,49,0,0,0,0,955,61,1.36666667461395,0,1.75330829620361,-0.487512350082397,1,0,0,0,0,0,0,0,0,1,1.36666667461395
1,50,0,0,0,0,960,77,0,0,1.3862943649292,-0.510393679141998,0,1,0,0,0,0,0,0,0,0,0
0,51,0,1,0,0,967,162,2.59999990463257,0,2.15466499328613,0.336215436458588,1,0,0,0,0,0,0,1,0,0,2.59999990463257
0,68,0,0,1,0,973,150,0,0,2.50878548622131,-0.647681653499603,0,0,0,0,0,0,0,0,0,1,0
1,50,1,0,0,0,987,108,0,2.09999990463257,2.78809285163879,2.0294337272644,0,0,0,0,0,1,0,1,0,0,2.09999990463257
0,22,0,0,0,1,991,150,0.600000023841858,0,2.32532453536987,-1.35700273513794,1,0,0,0,0,0,0,0,0,0,0.600000023841858
1,53,0,0,0,0,992,54,0,0,1.93152105808258,1.04553663730621,0,1,0,0,0,0,0,0,0,0,0
0,67,0,1,0,0,997,124,2.46666669845581,0,2.48906421661377,0,0,0,0,0,0,1,0,0,1,0,2.46666669845581
0,4,0,0,1,0,1001,148,0,0,2.52572870254517,-2.40954375267029,0,0,0,0,0,0,0,0,0,1,0
1,66,0,0,0,0,1007,86,0,0,1.12251782417297,-0.258699089288712,0,0,0,0,0,0,0,1,0,0,0
1,83,0,0,0,0,1009,142,0,0,1.71739494800568,0.153164818882942,0,0,1,0,0,0,0,1,0,0,0
0,8,0,0,0,0,1013,155,0,0,2.33214354515076,-1.9290360212326,0,0,0,0,0,0,0,1,0,0,0
0,76,1,0,0,1,1022,78,0,4.5,2.23108887672424,-0.0527671277523041,0,0,0,0,0,0,0,0,0,0,4.5
1,88,1,0,1,0,1059,148,0,5.03333330154419,2.356125831604,0,0,1,0,0,0,0,0,0,0,1,5.03333330154419
0,35,0,0,0,0,1060,101,0,0,1.94904565811157,0,0,0,0,1,0,0,0,0,1,0,0
0,13,0,0,0,0,1062,151,0.399999499320984,0,2.54749011993408,-0.96802020072937,0,0,0,1,0,0,0,0,0,0,0.399999499320984
0,91,1,0,0,0,1067,130,1.93333327770233,2.33333325386047,3.25738573074341,0.770960628986359,0,0,0,0,0,0,0,0,0,0,4.26666641235352
1,99,1,0,0,0,1072,118,0,6.40000009536743,2.19722461700439,0.770960628986359,1,0,0,0,0,0,0,0,0,1,6.40000009536743
1,96,1,0,0,0,1083,141,0,3.18888401985168,2.56494927406311,1.11418056488037,0,0,0,0,0,0,0,0,0,1,3.18888401985168
0,70,1,0,0,0,1087,162,0,4.30000019073486,2.4849066734314,1.02265524864197,0,0,0,0,0,0,0,0,1,0,4.30000019073486
0,50,0,0,1,0,1118,132,0,0,2.18005776405334,-2.50106906890869,0,0,0,0,0,0,0,0,0,1,0
0,29,1,0,0,0,1124,124,0,4.41110420227051,1.94010663032532,0.313334107398987,0,0,0,0,1,0,0,1,0,0,4.41110420227051
0,36,0,0,0,0,1128,165,0,0.177777484059334,2.81341075897217,-0.23581774532795,0,0,0,0,1,0,0,0,1,0,0.177777484059334
1,88,1,0,0,0,1134,117,0,4.69999980926514,2.48807716369629,0.931129932403564,0,0,0,0,1,0,0,0,0,1,4.69999980926514
1,83,1,0,0,0,1149,113,0.233333334326744,4,2.28238248825073,1.13706195354462,0,0,1,0,0,0,0,1,0,0,4.23333311080933
0,20,0,0,0,0,1199,147,0,0,2.52572870254517,0.267571449279785,0,0,0,0,0,0,0,0,1,0,0
1,80,1,0,0,0,1211,107,0,4.09999990463257,1.60943794250488,1.22858715057373,0,0,0,0,0,1,0,0,0,1,4.09999990463257
0,37,1,0,0,0,1226,124,0,4.88888359069824,2.40794563293457,-0.624800324440002,0,0,0,1,0,0,0,0,0,1,4.88888359069824
1,49,0,0,0,0,1240,127,0,0,2.29647898674011,-0.441749691963196,0,0,0,0,0,0,0,0,1,0,0
0,3,0,0,0,0,1247,154,0,0,2.14593076705933,-0.418868362903595,0,0,0,0,0,0,0,0,1,0,0
1,81,1,0,0,0,1276,49,0,4.40000009536743,1.82454884052277,0.793841958045959,1,0,0,0,0,0,0,0,0,1,4.40000009536743
1,81,0,0,0,0,1282,116,0,7.28887939453125,1.84582674503326,0.610791385173798,0,0,0,1,0,0,0,0,0,1,7.28887939453125
0,18,0,0,0,0,1314,148,0,0,2.54963421821594,-0.167173758149147,0,0,0,0,1,0,0,0,0,1,0
1,70,0,0,0,0,1327,135,0,0,1.74919986724854,0.908248603343964,0,1,0,0,0,0,0,1,0,0,0
1,87,0,0,0,0,1332,144,0,0,2.01490306854248,-0.670562982559204,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1340,110,0,0,1.66013073921204,-2.54683184623718,0,1,0,0,0,0,0,0,1,0,0
1,98,1,0,0,0,1352,109,0,6.5999960899353,2.20727491378784,0.473503410816193,1,0,0,0,0,0,0,0,0,1,6.5999960899353
1,26,0,0,0,0,1377,142,0,0,1.98513090610504,-0.83073228597641,0,0,0,0,1,0,0,1,0,0,0
1,79,0,0,0,0,1380,46,0,3.53333330154419,2.06928610801697,0.176046147942543,0,0,0,1,0,0,0,1,0,0,3.53333330154419
0,38,0,0,0,0,1381,138,0,2.53333330154419,1.34807276725769,0.839604616165161,0,0,0,1,0,0,0,0,1,0,2.53333330154419
1,68,0,0,0,0,1388,101,0,0,1.3862943649292,0.107402160763741,0,1,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,1399,155,0,0,2.23108887672424,-0.464631021022797,0,0,1,0,0,0,0,0,0,1,0
0,55,1,0,0,0,1403,138,0,4.55554819107056,2.25129175186157,0.931129932403564,0,0,0,0,0,0,1,0,1,0,4.55554819107056
1,75,0,0,0,0,1407,119,1.71110844612122,0,1.50407743453979,0.450622081756592,0,0,0,0,0,0,1,0,1,0,1.71110844612122
1,78,0,0,0,0,1412,155,2.20000004768372,0,1.83289742469788,0.176046147942543,0,0,0,0,0,0,0,0,0,1,2.20000004768372
1,82,0,0,0,0,1416,151,0,1.26666665077209,1.335000872612,1.04553663730621,1,0,0,0,0,0,0,0,1,0,1.26666665077209
0,70,1,0,0,0,1436,145,0,4.26666688919067,2.79998779296875,1.43451917171478,0,0,0,0,1,0,0,0,0,0,4.26666688919067
1,36,0,0,0,0,1439,136,0,0,2.15948438644409,0.0616395100951195,1,0,0,0,0,0,0,1,0,0,0
0,36,0,0,0,0,1508,97,0,0,2.40794563293457,-0.807850956916809,0,0,0,0,0,0,0,0,1,0,0
1,88,1,0,0,0,1518,146,0,6,2.56494927406311,0.999773919582367,0,0,0,0,0,0,0,0,0,0,6
0,35,0,0,0,0,1538,161,1.29999995231628,0.633333325386047,1.79252898693085,0.610791385173798,0,1,0,0,0,0,0,0,0,1,1.93333327770233
1,80,0,0,0,1,1539,143,0,0,2.44544458389282,-1.01378285884857,0,0,0,0,1,0,0,0,0,0,0
1,68,0,0,0,0,1541,164,0,0,2.25702309608459,0.0387581810355186,1,0,0,0,0,0,0,0,0,0,0
1,86,0,0,0,0,1553,149,0,0.511110424995422,2.62708115577698,-0.258699089288712,0,0,0,0,0,0,0,0,1,0,0.511110424995422
0,27,0,0,0,0,1577,166,0,0,2.56494927406311,-0.899376213550568,1,0,0,0,0,0,0,0,1,0,0
1,44,0,0,0,0,1586,60,0,0,1.25276291370392,-1.51717209815979,0,0,0,0,1,0,0,0,1,0,0
1,92,1,0,1,0,1588,84,0,4.80000019073486,1.7715562582016,0.519266068935394,1,0,0,0,0,0,0,0,0,1,4.80000019073486
1,51,1,0,1,0,1598,163,0,4.64443826675415,1.99061024188995,-1.10530817508698,0,0,0,1,0,0,0,0,0,1,4.64443826675415
0,37,0,1,0,0,1599,111,0,4.57777500152588,2.0512707233429,-0.487512350082397,1,0,0,0,0,0,0,1,0,0,4.57777500152588
0,36,1,0,0,0,1613,127,0,4.33333349227905,2.59644794464111,-0.0985297858715057,0,0,1,0,0,0,0,0,0,1,4.33333349227905
0,38,0,0,0,0,1624,157,0,0,2.01490306854248,-0.212936416268349,0,0,0,1,0,0,0,0,1,0,0
0,71,0,0,0,0,1629,162,0.133333340287209,0,2.13929176330566,0,1,0,0,0,0,0,0,1,0,0,0.133333340287209
0,53,0,0,0,0,1640,135,2.33333039283752,0.899998962879181,2.3586745262146,-0.144292443990707,0,1,0,0,0,0,0,0,1,0,3.23332929611206
1,79,1,0,0,0,1661,109,0,4.19999980926514,2.64981555938721,0.610791385173798,1,0,0,0,0,0,0,1,0,0,4.19999980926514
1,99,0,0,0,0,1667,56,0,5.83333349227905,2.16110849380493,1.50316309928894,0,0,0,0,1,0,0,0,1,0,5.83333349227905
0,21,0,0,0,0,1676,153,0,0,1.65822803974152,-1.03666424751282,0,0,0,0,0,0,0,0,0,1,0
0,65,1,0,0,0,1679,118,0,4.30000019073486,1.8718022108078,0.542147397994995,1,0,0,0,0,0,0,0,0,1,4.30000019073486
0,95,0,0,0,0,1695,161,0,0,2.37542247772217,0.908248603343964,1,0,0,0,0,0,0,0,0,0,0
1,54,0,0,0,0,1710,150,0,0,2.0794415473938,0.359096765518188,0,1,0,0,0,0,0,0,1,0,0
0,40,0,0,1,0,1723,146,0,0,2.25549268722534,-1.01378285884857,0,1,0,0,0,0,0,1,0,0,0
0,40,1,0,0,0,1724,109,0,4.19999980926514,2.0794415473938,0.81672328710556,0,1,0,0,0,0,0,1,0,0,4.19999980926514
0,88,1,0,0,0,1728,101,0.566666662693024,5.26666688919067,2.23537635803223,1.64045107364655,1,0,0,0,0,0,0,0,1,0,5.83333349227905
0,25,0,0,0,0,1730,85,0,0,2.02814793586731,1.20570588111877,0,0,0,0,0,0,0,0,1,0,0
1,58,0,0,0,0,1735,137,0,0.400000005960464,2.35896492004395,0.153164818882942,0,0,0,0,0,0,0,1,0,0,0.400000005960464
0,42,1,0,0,0,1744,131,0,2.86666250228882,2.82665586471558,0.40485942363739,1,0,0,0,0,0,0,1,0,0,2.86666250228882
0,98,1,0,0,0,1799,47,2.66666674613953,3.77777099609375,2.54176568984985,1.02265524864197,0,0,0,0,0,0,1,0,0,0,6.44443798065186
0,61,0,0,0,0,1801,160,0,0,2.13521146774292,-1.86039197444916,1,0,0,0,0,0,0,1,0,0,0
1,42,0,0,1,0,1813,142,0,0,1.84012055397034,-1.44852805137634,0,0,0,1,0,0,0,0,1,0,0
1,40,0,0,0,0,1830,159,0,0,2.94443893432617,0.015876853838563,0,0,0,0,0,0,1,1,0,0,0
0,11,0,0,0,0,1847,162,0,0,1.97129893302917,-0.28158038854599,0,0,0,1,0,0,0,0,1,0,0
1,92,0,0,0,0,1848,66,0.955554723739624,1.36666619777679,2.14593076705933,0.587910056114197,0,0,0,0,0,0,0,0,0,0,2.32222080230713
0,98,1,0,0,0,1851,122,2.56666660308838,2.43333339691162,3.465735912323,0.81672328710556,0,0,0,0,1,0,0,0,0,1,5
1,17,0,0,0,0,1853,155,0,0,1.75330829620361,-1.37988412380219,1,0,0,0,0,0,0,0,0,1,0
1,88,1,0,0,0,1864,114,0,4.23333311080933,1.74919986724854,0.702316701412201,0,0,0,0,0,1,0,1,0,0,4.23333311080933
0,74,0,0,0,0,1865,137,0,2.03333330154419,2.29051232337952,0.702316701412201,0,0,0,0,0,0,0,0,1,0,2.03333330154419
0,10,0,0,0,0,1866,152,1.10000002384186,0,2.59026718139648,-1.08242690563202,0,1,0,0,0,0,0,0,0,1,1.10000002384186
1,90,0,0,0,0,1915,161,0,0,1.76130020618439,0.862485945224762,0,1,0,0,0,0,0,0,1,0,0
1,50,0,1,0,0,1919,162,2.09999990463257,0,2.10684061050415,0.359096765518188,0,0,1,0,0,0,0,1,0,0,2.09999990463257
1,81,1,0,0,0,1923,116,0,4.17777299880981,2.39789533615112,0.656554043292999,1,0,0,0,0,0,0,0,0,1,4.17777299880981
0,23,0,0,0,0,1924,161,0,0,1.8718022108078,-0.487512350082397,1,0,0,0,0,0,0,0,1,0,0
1,65,0,0,0,0,1925,106,0,5.26666259765625,2.90653657913208,0.931129932403564,1,0,0,0,0,0,0,1,0,0,5.26666259765625
0,61,1,0,0,0,1928,142,0,5.05555438995361,3.0602707862854,0.587910056114197,0,0,0,1,0,0,0,1,0,0,5.05555438995361
1,87,0,1,0,0,1935,148,2.59999990463257,0,2.2857780456543,1.45740044116974,0,0,0,0,0,0,1,0,1,0,2.59999990463257
0,73,0,0,0,0,1937,165,0,2.88888549804688,1.8586688041687,0.6794353723526,0,0,0,0,1,0,0,0,1,0,2.88888549804688
0,19,0,0,0,0,1943,161,0,0,1.53686726093292,-0.350224375724792,1,0,0,0,0,0,0,0,1,0,0
0,44,0,0,0,0,1963,163,0.422221630811691,0,2.71701884269714,-0.327343046665192,0,0,0,0,0,0,0,0,1,0,0.422221630811691
1,57,0,0,0,0,1966,67,0,0,1.64865803718567,-0.784969627857208,1,0,0,0,0,0,0,0,1,0,0
1,32,0,0,0,0,1973,87,0,0,2.17291617393494,0.313334107398987,1,0,0,0,0,0,0,1,0,0,0
0,83,0,0,0,0,1979,109,0,5.91110849380493,2.90678477287292,1.15994322299957,0,1,0,0,0,0,0,0,1,0,5.91110849380493
1,43,0,0,0,0,1985,9,0.888887524604797,0,1.38641941547394,0.496384739875793,0,0,0,0,0,0,1,0,1,0,0.888887524604797
1,62,0,0,0,0,1987,148,0,0,1.32252538204193,-1.56293475627899,0,0,0,0,0,0,0,0,0,1,0
1,27,0,0,0,0,1995,82,0,0,1.31432092189789,-1.72310400009155,0,1,0,0,0,0,0,0,1,0,0
0,70,0,0,0,0,2004,160,1.33333134651184,5.76666450500488,2.74727082252502,0.565028727054596,0,0,0,0,1,0,0,0,0,1,7.09999561309814
0,99,1,0,0,0,2005,128,0,5.36666250228882,2.99275159835815,1.96078968048096,1,0,0,0,0,0,0,0,1,0,5.36666250228882
0,8,0,0,0,0,2007,101,0,0,3.20470404624939,-1.791748046875,0,0,0,1,0,0,0,0,0,1,0
0,32,0,0,0,0,2015,83,0,0,2.25129175186157,-0.899376213550568,0,0,0,0,0,0,1,0,1,0,0
0,65,1,0,0,0,2028,155,0,4.56666660308838,2.99573230743408,1.43451917171478,0,0,0,0,0,0,0,1,0,0,4.56666660308838
1,91,0,0,0,0,2051,151,0,2.79999995231628,2.63905739784241,1.18282449245453,0,0,0,0,0,0,0,0,0,1,2.79999995231628
0,50,0,0,0,0,2059,151,0,0.61111044883728,1.45528721809387,0,0,0,0,0,0,0,0,0,1,0,0.61111044883728
0,55,0,0,0,0,2060,146,0,0,2.52572870254517,0,0,0,0,1,0,0,0,0,1,0,0
1,98,1,0,0,0,2081,93,0,7.00555419921875,2.18146419525146,1.8463830947876,1,0,0,0,0,0,0,0,1,0,7.00555419921875
1,68,1,0,0,0,2082,123,0,4.333327293396,2.24495601654053,-0.007004473824054,0,0,0,0,0,0,0,0,0,1,4.333327293396
0,37,0,0,0,0,2090,158,0,0,1.73614156246185,0,0,1,0,0,0,0,0,0,0,0,0
1,68,1,0,1,0,2092,66,1.4222207069397,1.64444172382355,2.30258512496948,-1.40276539325714,0,0,0,0,1,0,0,0,0,1,3.06666231155396
0,73,0,0,1,0,2095,131,0,7.5,2.73704814910889,0.473503410816193,0,0,0,1,0,0,0,0,0,1,7.5
0,26,0,0,0,0,2102,148,0,0,2.8079686164856,0.0616395100951195,0,0,0,1,0,0,0,0,1,0,0
0,83,1,0,0,0,2104,104,0,4.57777118682861,2.47693848609924,0.839604616165161,0,0,0,1,0,0,0,0,0,1,4.57777118682861
1,82,0,0,0,0,2130,161,0,0,1.43270039558411,0.656554043292999,0,0,0,0,0,0,0,0,1,0,0
0,85,1,0,0,0,2140,142,0,4.37888193130493,2.21784377098083,0.0387581810355186,0,0,0,1,0,0,0,0,1,0,4.37888193130493
1,45,0,0,0,0,2144,55,0,0,1.75785779953003,0.427740752696991,0,0,0,0,1,0,0,0,1,0,0
1,72,1,0,1,0,2147,146,0,4.09999990463257,1.54756188392639,0.542147397994995,0,0,0,0,1,0,0,0,0,1,4.09999990463257
1,96,0,0,0,0,2156,90,0,7.5,2.89037179946899,1.36587512493134,1,0,0,0,0,0,0,0,1,0,7.5
1,95,1,0,0,0,2171,137,0,5.08888339996338,1.76473081111908,-0.0527671277523041,1,0,0,0,0,0,0,0,0,1,5.08888339996338
0,32,1,0,0,0,2192,149,0,6.11332988739014,0.575364172458649,-0.670562982559204,0,0,1,0,0,0,0,1,0,0,6.11332988739014
1,76,1,0,0,0,2208,83,0,4.69999980926514,1.44691896438599,1.36587512493134,0,0,0,0,0,0,0,1,0,0,4.69999980926514
0,67,0,0,0,0,2223,162,0,0,2.79545021057129,0.290452778339386,1,0,0,0,0,0,0,0,0,1,0
1,20,0,0,0,0,2271,132,0,1.10000002384186,2.1074800491333,0,0,0,0,1,0,0,0,0,0,1,1.10000002384186
1,36,0,0,0,0,2279,108,1.86666667461395,3.40000009536743,2.71752905845642,0.725198030471802,0,0,0,0,1,0,0,1,0,0,5.26666688919067
1,83,0,0,0,0,2288,103,0,0.177777484059334,2.52572870254517,0,1,0,0,0,0,0,0,0,1,0,0.177777484059334
0,37,0,0,1,0,2291,64,1.66666662693024,0,2.14006614685059,-1.76886665821075,0,0,0,1,0,0,0,1,0,0,1.66666662693024
1,79,1,0,0,0,2309,44,0,3.63333344459534,1.9809285402298,-0.121411107480526,0,1,0,0,0,0,0,1,0,0,3.63333344459534
0,60,0,0,0,0,2330,119,0,0,2.46189498901367,-0.0756484568119049,1,0,0,0,0,0,0,0,1,0,0
1,5,0,0,0,1,2334,27,0,0,1.34566140174866,-0.899376213550568,1,0,0,0,0,0,0,0,0,0,0
1,81,1,0,0,0,2336,107,0,4.96666669845581,2.07067275047302,-0.716325640678406,1,0,0,0,0,0,0,0,0,0,4.96666669845581
0,31,0,0,1,0,2339,93,0,0,1.67241263389587,0,1,0,0,0,0,0,0,0,0,1,0
0,75,0,0,0,0,2341,122,0,0,2.99573230743408,-1.19683349132538,0,0,0,0,0,0,0,1,0,0,0
1,24,0,0,0,0,2348,160,0,0,2.63108921051025,0.40485942363739,0,1,0,0,0,0,0,1,0,0,0
0,74,1,0,0,0,2355,120,0,4.56666660308838,2.11818146705627,0.40485942363739,0,0,1,0,0,0,0,0,0,0,4.56666660308838
1,2,0,0,0,0,2363,97,0,0,1.92549049854279,0,0,0,0,1,0,0,0,1,0,0,0
0,10,0,0,0,0,2365,149,0,0,2.38596677780151,-0.5561563372612,1,0,0,0,0,0,0,1,0,0,0
1,50,0,1,0,1,2368,87,2.90000009536743,0,1.91475582122803,-0.899376213550568,0,1,0,0,0,0,0,0,0,1,2.90000009536743
0,50,0,0,1,0,2394,155,0,0,2.06939125061035,-2.47818779945374,0,0,0,1,0,0,0,0,1,0,0
0,93,0,0,0,0,2406,115,0,7.5,1.74296927452087,1.61756980419159,0,0,0,0,1,0,0,1,0,0,7.5
0,95,1,0,0,0,2408,96,0,3.96666669845581,2.30258512496948,0.725198030471802,0,0,0,0,1,0,0,0,0,1,3.96666669845581
1,41,0,0,0,0,2433,106,0,0,1.81447994709015,1.04553663730621,0,0,0,0,0,0,0,0,1,0,0
1,50,1,0,1,0,2436,51,0,4.96666669845581,2.68316555023193,-0.190055087208748,0,0,0,0,0,0,0,0,0,1,4.96666669845581
1,72,0,0,0,0,2440,165,0,0,2.18480205535889,-0.83073228597641,1,0,0,0,0,0,0,1,0,0,0
