"respond","gift","resplast","weekslast","propresp","mailsyear","giftlast","avggift"
0,0,0,103.857139587402,0.333332985639572,2.25,10,10
0,0,0,51.2857131958008,0.222222000360489,2.25,10,10
0,0,0,143,0.200000002980232,2.5,15,15
0,0,0,65.4285736083984,0.300000011920929,2.5,10,10
0,0,1,13.1428575515747,0.222222000360489,2.25,15,15
0,0,0,65.4285736083984,0.200000002980232,2.5,10,12.5
0,0,0,143,0.222222000360489,2.25,10,15
0,0,0,129.142852783203,0.200000002980232,2.5,15,12.5
0,0,0,65.4285736083984,0.5,2.5,5,5.40000009536743
0,0,0,51.2857131958008,0.5,2.5,5,5.40000009536743
1,5,0,103.857139587402,0.300000011920929,2.5,7,7
0,0,0,51.2857131958008,0.400000005960464,2.5,5,6.25
0,0,1,13.1428575515747,0.300000011920929,2.5,10,8.33333301544189
0,0,0,143,0.300000011920929,2.5,10,10
0,0,1,13.1428575515747,0.222222000360489,2.25,10,17.5
0,0,1,13.1428575515747,0.899999976158142,2.5,5,5
0,0,0,103.857139587402,0.200000002980232,2.5,10,17.5
0,0,0,103.857139587402,0.200000002980232,2.5,20,20
0,0,0,26.1428565979004,0.444444000720978,2.25,10,10
0,0,0,103.857139587402,0.5,2.5,10,8
0,0,0,26.1428565979004,0.200000002980232,2.5,15,20
0,0,0,120.142860412598,0.400000005960464,2.5,10,10
0,0,0,120.142860412598,0.200000002980232,2.5,25,20
1,10,0,129.142852783203,0.333332985639572,2.25,10,10
0,0,0,143,0.400000005960464,2.5,10,10
1,10,0,65.4285736083984,0.5,2.5,10,6
0,0,0,26.1428565979004,0.444444000720978,2.25,10,10
0,0,1,13.1428575515747,0.444444000720978,2.25,10,10
0,0,0,26.1428565979004,0.444444000720978,2.25,10,10
1,5,0,26.1428565979004,0.600000023841858,2.5,5,5.83333349227905
1,10,0,65.4285736083984,0.333332985639572,2.25,10,10
0,0,1,13.1428575515747,0.400000005960464,2.5,10,10
0,0,0,65.4285736083984,0.400000005960464,2.5,10,10
0,0,0,168.428573608398,0.200000002980232,2.5,25,20
0,0,1,13.1428575515747,0.400000005960464,2.5,10,10
0,0,0,65.4285736083984,0.200000002980232,2.5,10,10
0,0,0,51.2857131958008,0.5,2.5,5,9
0,0,1,13.1428575515747,0.222222000360489,2.25,25,22.5
1,10,0,65.4285736083984,0.333332985639572,2.25,10,10
0,0,1,26.1428565979004,0.444444000720978,2.25,15,11.25
0,0,0,51.2857131958008,0.222222000360489,2.25,25,22.5
0,0,0,103.857139587402,0.333332985639572,2.25,10,15
0,0,0,77.1428604125977,0.400000005960464,2.5,15,11.25
0,0,0,129.142852783203,0.333332985639572,2.25,10,15
0,0,0,65.4285736083984,0.5,2.5,5,8
1,10,0,51.2857131958008,0.400000005960464,2.5,10,8.75
0,0,1,13.1428575515747,0.777778029441833,2.25,5,5.75
0,0,1,13.1428575515747,0.400000005960464,2.5,12,11
0,0,1,13.1428575515747,0.777778029441833,2.25,7,6.25
1,7,0,26.1428565979004,0.666666984558105,2.25,7,6
0,0,0,26.1428565979004,0.444444000720978,2.25,15,8
0,0,0,51.2857131958008,0.300000011920929,2.5,10,10
0,0,0,65.4285736083984,0.400000005960464,2.5,10,10
0,0,0,103.857139587402,0.400000005960464,2.5,10,10
1,10,0,103.857139587402,0.333332985639572,2.25,10,8.33333301544189
0,0,1,13.1428575515747,0.222222000360489,2.25,15,12.5
0,0,0,65.4285736083984,0.5,2.5,10,7.40000009536743
0,0,0,39.2857131958008,0.400000005960464,2.5,10,10
0,0,0,103.857139587402,0.400000005960464,2.5,10,10
1,5,1,13.1428575515747,1,2.5,5,3.5
1,10,0,51.2857131958008,0.333332985639572,2.25,5,10
1,10,1,13.1428575515747,0.5,2.5,7,5.80000066757202
1,4,0,26.1428565979004,0.444444000720978,2.25,5,8.75
0,0,0,65.4285736083984,0.200000002980232,2.5,10,10
0,0,0,26.1428565979004,0.600000023841858,2.5,5,6.16666650772095
0,0,0,51.2857131958008,0.400000005960464,2.5,10,10
0,0,0,129.142852783203,0.200000002980232,2.5,25,17.5
0,0,0,103.857139587402,0.200000002980232,2.5,10,17.5
1,10,0,65.4285736083984,0.333332985639572,2.75,5,8.33333301544189
0,0,0,103.857139587402,0.300000011920929,2.5,15,11.6666669845581
1,15,0,65.4285736083984,0.200000002980232,2.5,10,10
1,10,0,51.2857131958008,0.300000011920929,2.5,10,10
0,0,0,65.4285736083984,0.400000005960464,2.5,10,10
0,0,0,65.4285736083984,0.300000011920929,2.5,10,13.3333330154419
1,10,0,26.1428565979004,0.333332985639572,2.25,10,10
1,10,0,51.2857131958008,0.333332985639572,2.25,10,10
1,5,0,26.1428565979004,0.600000023841858,2.5,5,5
0,0,0,143,0.200000002980232,2.5,25,20
1,5,1,13.1428575515747,0.600000023841858,2.5,5,5.83333349227905
1,10,0,26.1428565979004,0.333332985639572,2.25,10,10
0,0,1,13.1428575515747,0.400000005960464,2.5,10,10
0,0,0,65.4285736083984,0.400000005960464,2.5,15,10
0,0,1,13.1428575515747,0.333332985639572,2.25,10,10
0,0,0,51.2857131958008,0.400000005960464,2.5,10,10
0,0,1,13.1428575515747,0.333332985639572,2.25,10,10
1,10,0,26.1428565979004,0.222222000360489,2.25,10,10
0,0,0,51.2857131958008,0.444444000720978,2.25,10,10
0,0,0,65.4285736083984,0.400000005960464,2.5,10,10
0,0,1,13.1428575515747,0.444444000720978,2.25,10,10
0,0,0,65.4285736083984,0.333332985639572,2.25,10,13.3333330154419
0,0,0,51.2857131958008,0.333332985639572,2.25,10,10
0,0,0,103.857139587402,0.200000002980232,2.5,10,10
1,15,0,26.1428565979004,0.555555999279022,2.25,10,10
1,10,1,13.1428575515747,0.75,2,10,10.8333330154419
0,0,1,13.1428575515747,0.375,2,25,18.3333339691162
1,25,0,26.1428565979004,0.375,2,20,23.3333339691162
1,10,1,39.2857131958008,0.888889014720917,2.25,10,10
1,20,0,65.4285736083984,0.555555999279022,2.25,20,14
0,0,0,26.1428565979004,0.5,2,25,21.25
0,0,0,39.2857131958008,0.5,2,20,21.25
1,10,1,13.1428575515747,0.875,2,25,9.25
0,0,0,168.428573608398,0.222222000360489,2.25,40,40
1,10,1,13.1428575515747,1,2,10,7.5
1,25,1,51.2857131958008,0.333332985639572,2.25,25,25
0,0,1,26.1428565979004,0.888889014720917,2.25,10,10
1,10,1,13.1428575515747,0.75,2,10,10
1,20,1,13.1428575515747,0.555555999279022,2.25,20,12
1,10,1,13.1428575515747,0.875,2,10,10
1,10,0,51.2857131958008,0.666666984558105,2.25,10,11.6666669845581
0,0,1,26.1428565979004,1,2.25,10,11.1111106872559
0,0,0,51.2857131958008,0.375,2,25,23.3333339691162
0,0,0,51.2857131958008,0.5,2,25,25
1,25,0,51.2857131958008,0.333332985639572,2.25,25,25
1,25,0,26.1428565979004,0.375,2,25,25
0,0,0,51.2857131958008,0.375,2,25,25
0,0,0,51.2857131958008,0.375,2,50,33.3333320617676
0,0,0,39.2857131958008,0.5,2,25,25
1,25,1,13.1428575515747,0.333332985639572,2.25,25,25
0,0,1,13.1428575515747,0.5,2,25,25
1,25,0,51.2857131958008,0.375,2,25,25
0,0,0,26.1428565979004,0.25,2,50,50
0,0,0,26.1428565979004,0.5,2,25,25
1,10,1,26.1428565979004,1,2.25,10,10
1,10,1,26.1428565979004,1,2.25,10,10
0,0,0,65.4285736083984,0.25,2,50,50
0,0,0,51.2857131958008,0.375,2,25,25
1,25,0,51.2857131958008,0.25,2,25,25
1,10,1,26.1428565979004,1,2,10,10
0,0,0,65.4285736083984,0.375,2,25,25
1,10,1,13.1428575515747,0.75,2,15,11.1666669845581
1,5,1,13.1428575515747,0.777778029441833,2.25,5,5
0,0,0,26.1428565979004,0.5,2,20,17.5
1,10,0,26.1428565979004,0.555555999279022,2.25,10,12
1,10,0,39.2857131958008,0.625,2,10,10
0,0,1,13.1428575515747,0.555555999279022,2.25,15,14
1,10,1,13.1428575515747,0.75,2,10,10
0,0,1,13.1428575515747,0.75,2,10,10
0,0,1,13.1428575515747,0.75,2,40,11.6666669845581
0,0,1,13.1428575515747,0.75,2,10,10
0,0,0,51.2857131958008,0.25,2,50,50
1,10,0,39.2857131958008,0.75,2,10,10
1,25,0,103.857139587402,0.222222000360489,2.25,25,25
0,0,0,26.1428565979004,0.428570985794067,2.25,20,23.3333339691162
0,0,0,26.1428565979004,0.375,2,25,21.6666660308838
0,0,1,13.1428575515747,0.666666984558105,2.25,15,10.8333330154419
1,10,0,51.2857131958008,0.75,2,5,9.16666698455811
0,0,1,13.1428575515747,0.625,2,15,11
1,25,0,51.2857131958008,0.222222000360489,2.25,25,25
1,15,1,51.2857131958008,0.444444000720978,2.25,15,15
0,0,0,90,0.333332985639572,2.25,25,25
1,25,0,168.428573608398,0.222222000360489,2.25,25,25
0,0,0,65.4285736083984,0.222222000360489,2.25,25,37.5
1,20,1,26.1428565979004,0.555555999279022,2.25,20,18
0,0,0,143,0.100000001490116,2.5,75,75
0,0,0,77.1428604125977,0.333332985639572,2.25,25,25
0,0,0,103.857139587402,0.222222000360489,2.25,25,37.5
1,25,0,103.857139587402,0.222222000360489,2.25,25,25
0,0,0,51.2857131958008,0.333332985639572,2.25,25,25
1,25,0,90,0.222222000360489,2.25,25,25
0,0,0,51.2857131958008,0.333332985639572,2.25,25,25
1,25,0,26.1428565979004,0.5,2,10,10
0,0,1,13.1428575515747,0.5,2,10,15
1,15,0,26.1428565979004,0.375,2,15,15
1,25,1,13.1428575515747,0.222222000360489,2.25,25,25
0,0,1,13.1428575515747,0.666666984558105,2.25,15,12.5
0,0,0,51.2857131958008,0.333332985639572,2.25,25,25
0,0,0,65.4285736083984,0.375,2,25,25
0,0,0,51.2857131958008,0.25,2,50,50
0,0,0,103.857139587402,0.200000002980232,2.5,10,10
1,25,0,51.2857131958008,0.5,2,25,20
0,0,0,103.857139587402,0.200000002980232,2.5,5,5
1,250,0,51.2857131958008,0.555555999279022,2.25,250,170
0,0,0,65.4285736083984,0.200000002980232,2.5,5,7.5
0,0,0,120.142860412598,0.100000001490116,2.5,15,15
0,0,0,51.2857131958008,0.699999988079071,2.5,2,2
0,0,0,51.2857131958008,0.200000002980232,2.5,5,5
0,0,0,103.857139587402,0.200000002980232,2.5,5,5
0,0,0,51.2857131958008,0.5,2.5,2,2
1,25,1,26.1428565979004,1,2.25,40,25.5
0,0,0,129.142852783203,0.300000011920929,2.5,3,3
0,0,0,103.857139587402,0.200000002980232,2.5,10,10
1,100,1,13.1428575515747,1,2,100,87.5
1,100,1,51.2857131958008,0.444444000720978,2.25,100,100
1,50,1,26.1428565979004,1,2.25,50,38.8333320617676
1,25,1,13.1428575515747,0.875,2,25,39.25
1,25,1,13.1428575515747,1,2,25,35
0,0,0,103.857139587402,0.400000005960464,2.5,5,5
0,0,0,26.1428565979004,0.400000005960464,2.5,5,4.75
0,0,1,13.1428575515747,0.555555999279022,2.25,10,9
0,0,0,120.142860412598,0.200000002980232,2.5,10,10
0,0,0,51.2857131958008,0.400000005960464,2.5,5,5
1,25,1,13.1428575515747,1,2,25,25
0,0,0,120.142860412598,0.200000002980232,2.5,10,10
0,0,0,120.142860412598,0.200000002980232,2.5,10,10
0,0,0,103.857139587402,0.400000005960464,2.5,5,5
0,0,0,65.4285736083984,0.200000002980232,2.5,10,10
0,0,0,143,0.200000002980232,2.5,10,10
1,2,1,13.1428575515747,0.888889014720917,2.25,2,2
0,0,0,26.1428565979004,0.200000002980232,2.5,10,10
0,0,0,103.857139587402,0.200000002980232,2.5,10,10
0,0,0,129.142852783203,0.200000002980232,2.5,10,10
1,5,0,65.4285736083984,0.300000011920929,2.5,5,5
0,0,0,103.857139587402,0.200000002980232,2.5,10,10
0,0,0,120.142860412598,0.200000002980232,2.5,10,10
0,0,0,65.4285736083984,0.100000001490116,2.5,20,20
1,25,1,51.2857131958008,0.888889014720917,2.25,25,27.5
1,25,1,13.1428575515747,1,2,25,25
0,0,0,51.2857131958008,0.25,2,100,57.5
0,0,0,26.1428565979004,0.625,2,25,25
0,0,1,13.1428575515747,0.5,2,25,31.25
1,25,1,26.1428565979004,1,2.25,25,13.3333330154419
1,15,1,39.2857131958008,1,2.25,15,14
1,10,1,26.1428565979004,1,2.25,15,14.5
1,25,1,26.1428565979004,0.875,2.5,15,15
1,25,1,39.2857131958008,1,2.25,25,11.6666669845581
1,25,0,26.1428565979004,0.5,2,25,19.25
0,0,0,120.142860412598,0.200000002980232,2.5,10,10
0,0,1,13.1428575515747,0.444444000720978,2.25,35,31.25
0,0,1,13.1428575515747,0.5,2,25,37.5
1,25,0,65.4285736083984,0.444444000720978,2.25,25,25
1,25,1,13.1428575515747,0.375,2,25,25
0,0,0,39.2857131958008,0.375,2,10,40
1,25,0,51.2857131958008,0.555555999279022,2.25,15,19
1,20,1,13.1428575515747,0.5,2,25,25
0,0,1,51.2857131958008,0.777778029441833,2.25,40,21.5
1,25,0,51.2857131958008,0.666666984558105,2.25,25,20
1,25,1,13.1428575515747,1,2,25,25
1,25,1,51.2857131958008,0.777778029441833,2.25,25,25
0,0,0,51.2857131958008,0.777778029441833,2.25,25,27.8333339691162
1,25,0,26.1428565979004,0.375,2,10,20
0,0,1,13.1428575515747,0.75,2,25,33.3333320617676
0,0,1,13.1428575515747,1,2,25,25
1,25,1,26.1428565979004,0.888889014720917,2.25,25,25
1,50,1,51.2857131958008,0.333332985639572,2.25,50,50
1,50,0,51.2857131958008,0.333332985639572,2.25,50,50
0,0,0,39.2857131958008,0.625,2,25,32
1,25,1,51.2857131958008,0.888889014720917,2.25,50,21.8333339691162
1,50,0,158,0.125,2,50,50
1,30,1,13.1428575515747,0.625,2,30,30
0,0,0,26.1428565979004,0.5,2,25,43.75
0,0,0,26.1428565979004,0.875,2,25,25
1,25,1,51.2857131958008,0.666666984558105,2.25,25,25
0,0,1,51.2857131958008,0.888889014720917,2.25,10,21.25
1,30,0,39.2857131958008,0.75,2,25,30
1,15,1,13.1428575515747,0.222222000360489,2.25,15,15
0,0,0,129.142852783203,0.100000001490116,2.5,20,20
0,0,0,120.142860412598,0.400000005960464,2.5,10,11.25
0,0,0,77.1428604125977,0.300000011920929,2.5,25,25
0,0,0,103.857139587402,0.300000011920929,2.5,25,25
0,0,1,13.1428575515747,0.666666984558105,2.25,12,11.6666669845581
1,10,1,13.1428575515747,0.888889014720917,2.25,10,7.5
1,25,0,26.1428565979004,0.300000011920929,2.5,25,18.3333339691162
0,0,1,13.1428575515747,0.777778029441833,2.25,10,10
1,10,0,51.2857131958008,0.444444000720978,2.25,10,11.25
1,10,1,13.1428575515747,0.666666984558105,2.25,10,10
1,10,1,13.1428575515747,0.699999988079071,2.5,10,9.25
1,15,0,26.1428565979004,0.600000023841858,2.5,10,10
1,15,1,13.1428575515747,0.555555999279022,2.25,15,14
1,10,1,13.1428575515747,0.666666984558105,2.25,10,6.66666650772095
0,0,0,195,0.100000001490116,2.5,75,75
0,0,0,103.857139587402,0.300000011920929,2.5,15,25
0,0,0,103.857139587402,0.300000011920929,2.5,25,25
0,0,0,103.857139587402,0.333332985639572,2.25,25,25
1,25,1,13.1428575515747,0.333332985639572,2.25,25,20
0,0,1,13.1428575515747,0.800000011920929,2.5,7,10.5
1,10,1,13.1428575515747,0.777778029441833,2.25,10,10
1,25,0,26.1428565979004,0.444444000720978,2.25,10,15.5
0,0,0,26.1428565979004,0.555555999279022,2.25,25,17
1,25,0,65.4285736083984,0.222222000360489,2.25,25,25
1,10,1,13.1428575515747,0.888889014720917,2.25,10,10
1,25,0,51.2857131958008,0.444444000720978,2.25,20,16.25
1,15,0,51.2857131958008,0.555555999279022,2.25,15,15
1,10,1,13.1428575515747,0.777778029441833,2.25,10,10
1,5,1,13.1428575515747,0.444444000720978,2.25,5,20
1,10,0,26.1428565979004,0.666666984558105,2.25,10,10.8333330154419
0,0,1,13.1428575515747,0.555555999279022,2.25,25,17
1,10,1,13.1428575515747,0.666666984558105,2.25,10,10.8333330154419
0,0,1,13.1428575515747,0.5,2.5,25,17
1,25,1,13.1428575515747,0.666666984558105,2.25,10,10
1,15,1,13.1428575515747,0.444444000720978,2.25,25,17.5
0,0,1,13.1428575515747,0.600000023841858,2.5,10,14.1666669845581
0,0,0,143,0.400000005960464,2.5,10,21.25
1,10,0,39.2857131958008,0.666666984558105,2.25,12,10.3333330154419
1,10,0,51.2857131958008,0.5,2.5,25,13
1,25,0,51.2857131958008,0.444444000720978,2.25,10,10
1,15,1,13.1428575515747,0.400000005960464,2.5,10,12.5
0,0,1,13.1428575515747,0.777778029441833,2.25,10,7.83333349227905
0,0,0,65.4285736083984,0.444444000720978,2.25,10,17.5
1,10,1,13.1428575515747,0.444444000720978,2.25,25,14.25
0,0,0,26.1428565979004,0.555555999279022,2.25,10,13
1,10,0,39.2857131958008,0.666666984558105,2.25,10,9.16666698455811
0,0,0,26.1428565979004,0.555555999279022,2.25,10,11
0,0,1,13.1428575515747,0.444444000720978,2.25,25,16.25
0,0,1,13.1428575515747,0.555555999279022,2.25,25,18.3999996185303
0,0,0,65.4285736083984,0.5,2.5,10,13
0,0,0,51.2857131958008,0.699999988079071,2.5,10,10
0,0,1,13.1428575515747,0.600000023841858,2.5,10,10.8333330154419
1,10,0,51.2857131958008,0.444444000720978,2.25,10,13.75
0,0,0,39.2857131958008,0.666666984558105,2.25,10,10.8333330154419
1,5,1,13.1428575515747,1,2.25,5,5.5
0,0,1,39.2857131958008,0.800000011920929,2.5,10,8.16666698455811
0,0,1,13.1428575515747,0.555555999279022,2.25,10,11
1,5,1,13.1428575515747,0.666666984558105,2.25,10,10.8333330154419
0,0,0,39.2857131958008,0.444444000720978,2.25,15,17.5
1,10,1,13.1428575515747,0.600000023841858,2.5,10,10
0,0,0,103.857139587402,0.5,2.5,10,14
1,10,1,13.1428575515747,0.5,2.5,10,17
1,10,1,13.1428575515747,0.666666984558105,2.25,10,10
1,20,0,26.1428565979004,0.555555999279022,2.25,10,10
0,0,0,90,0.333332985639572,2.25,25,23.3333339691162
0,0,1,13.1428575515747,0.666666984558105,2.25,10,10
0,0,1,26.1428565979004,0.777778029441833,2.25,10,10
1,10,1,26.1428565979004,0.555555999279022,2.25,10,10
0,0,1,13.1428575515747,0.333332985639572,2.25,25,23.3333339691162
0,0,1,13.1428575515747,0.333332985639572,2.25,25,23.3333339691162
0,0,1,26.1428565979004,0.666666984558105,2.25,10,10
1,10,1,13.1428575515747,0.666666984558105,2.25,10,10
1,20,0,77.1428604125977,0.333332985639572,2.25,10,13.3333330154419
0,0,0,51.2857131958008,0.600000023841858,2.5,15,11.6666669845581
1,10,1,26.1428565979004,0.666666984558105,2.25,10,10
0,0,1,13.1428575515747,0.300000011920929,2.5,25,23.3333339691162
0,0,1,13.1428575515747,0.888889014720917,2.25,10,10
0,0,0,39.2857131958008,0.555555999279022,2.25,10,13
1,15,1,13.1428575515747,0.444444000720978,2.25,15,16.25
1,20,1,26.1428565979004,1,2.25,10,21.6666660308838
1,50,0,51.2857131958008,0.600000023841858,2.5,50,28.3333339691162
1,25,1,39.2857131958008,1,2.5,25,24
1,25,1,26.1428565979004,1,2.25,25,22.75
0,0,1,13.1428575515747,0.5,2.5,50,50
1,60,0,51.2857131958008,0.400000005960464,2.5,50,45
1,50,1,26.1428565979004,0.666666984558105,2.25,25,29.1666660308838
1,25,1,39.2857131958008,0.699999988079071,2.5,25,28.5
0,0,1,13.1428575515747,0.300000011920929,2.5,75,58.3333320617676
1,50,0,51.2857131958008,0.444444000720978,2.25,50,30
0,0,1,13.1428575515747,0.444444000720978,2.25,50,43.75
1,25,0,26.1428565979004,0.777778029441833,2.25,25,25
0,0,0,26.1428565979004,0.777778029441833,2.25,25,28.5
0,0,0,26.1428565979004,0.666666984558105,2.25,50,33.3333320617676
1,25,1,13.1428575515747,0.699999988079071,2.5,25,22.8333339691162
1,35,1,26.1428565979004,0.555555999279022,2.25,25,29
1,25,1,13.1428575515747,1,2.25,25,25
1,30,1,13.1428575515747,0.699999988079071,2.5,30,29.25
1,15,0,103.857139587402,0.444444000720978,2.25,10,10
0,0,0,65.4285736083984,0.200000002980232,2.5,10,10
1,100,0,51.2857131958008,0.600000023841858,2.5,100,91.6666641235352
1,50,0,51.2857131958008,0.222222000360489,2.25,100,62.5
0,0,0,195,0.0909089967608452,2.75,25,25
1,2,1,13.1428575515747,0.800000011920929,2.5,5,2.75
1,5,1,13.1428575515747,0.899999976158142,2.5,2,1.83333337306976
0,0,0,65.4285736083984,0.200000002980232,2.5,12,11
0,0,0,51.2857131958008,0.18181799352169,2.75,10,10
1,25,1,13.1428575515747,0.899999976158142,2.5,25,26.1111106872559
1,100,1,26.1428565979004,1,2.25,200,166.66667175293
1,25,1,39.2857131958008,1,2.5,25,25.5
0,0,0,26.1428565979004,0.666666984558105,2.25,100,83.3333358764648
1,35,1,26.1428565979004,1,2.25,40,38.3333320617676
1,50,1,13.1428575515747,1,2.5,100,37.5
1,30,1,26.1428565979004,1,2.5,25,30
1,50,0,51.2857131958008,0.600000023841858,2.5,40,46.6666679382324
1,25,0,51.2857131958008,0.600000023841858,2.5,25,23.3333339691162
1,25,1,51.2857131958008,0.899999976158142,2.5,15,16.6666660308838
1,10,1,13.1428575515747,1,2.25,10,9.11111068725586
0,0,0,65.4285736083984,0.222222000360489,2.25,50,50
1,25,1,13.1428575515747,0.333332985639572,2.25,25,25
1,25,0,26.1428565979004,0.333332985639572,2.25,25,25
0,0,0,103.857139587402,0.333332985639572,2.25,25,33.3333320617676
1,10,1,13.1428575515747,0.899999976158142,2.5,10,10
0,0,0,143,0.200000002980232,2.5,50,50
1,25,0,26.1428565979004,0.333332985639572,2.25,25,25
1,25,1,13.1428575515747,0.600000023841858,2.5,10,12.5
0,0,0,51.2857131958008,0.444444000720978,2.25,15,15
0,0,0,39.2857131958008,0.444444000720978,2.25,25,25
0,0,0,65.4285736083984,0.333332985639572,2.25,25,30
0,0,0,158,0.111111000180244,2.25,100,100
1,15,1,13.1428575515747,0.600000023841858,2.5,15,14.1666669845581
0,0,1,13.1428575515747,0.444444000720978,2.25,25,25
0,0,1,13.1428575515747,0.333332985639572,2.25,25,25
0,0,1,13.1428575515747,0.222222000360489,2.25,50,50
1,10,1,13.1428575515747,1,2.25,10,10
1,10,1,13.1428575515747,1,2.25,10,10
0,0,0,65.4285736083984,0.300000011920929,2.5,50,50
0,0,1,13.1428575515747,0.600000023841858,2.5,25,23.3333339691162
1,25,0,39.2857131958008,0.444444000720978,2.25,25,25
1,25,1,13.1428575515747,0.333332985639572,2.25,25,23.3333339691162
1,50,0,65.4285736083984,0.200000002980232,2.5,50,50
1,25,1,39.2857131958008,0.5,2.5,25,25
0,0,1,13.1428575515747,0.600000023841858,2.5,25,24.1666660308838
0,0,0,39.2857131958008,0.555555999279022,2.25,20,24
1,25,1,26.1428565979004,0.888889014720917,2.25,15,14.3750057220459
1,10,1,13.1428575515747,0.666666984558105,2.25,15,18.3333339691162
1,20,0,26.1428565979004,0.666666984558105,2.25,25,19.1666660308838
1,15,1,39.2857131958008,0.899999976158142,2.5,15,11.6666669845581
1,25,0,26.1428565979004,0.555555999279022,2.25,25,20
0,0,0,26.1428565979004,0.400000005960464,2.5,25,31.25
0,0,1,39.2857131958008,0.5,2.5,25,25
0,0,0,65.4285736083984,0.5,2.5,25,25
1,20,1,13.1428575515747,0.666666984558105,2.25,10,12.5
1,25,1,13.1428575515747,0.5,2.5,25,31.25
1,25,0,26.1428565979004,0.222222000360489,2.25,15,20
0,0,0,26.1428565979004,0.555555999279022,2.25,10,9
0,0,0,51.2857131958008,0.5,2.5,10,10
1,10,0,26.1428565979004,0.444444000720978,2.25,10,10
1,10,0,51.2857131958008,0.444444000720978,2.25,10,10
1,10,1,13.1428575515747,0.444444000720978,2.25,10,10
1,10,1,13.1428575515747,0.333332985639572,2.25,10,10
0,0,0,143,0.100000001490116,2.5,50,50
0,0,0,26.1428565979004,0.200000002980232,2.5,25,25
1,10,1,13.1428575515747,0.333332985639572,2.25,15,13.3333330154419
1,10,1,13.1428575515747,0.400000005960464,2.5,10,10
0,0,0,26.1428565979004,0.899999976158142,2.5,10,5.5
